,LEASED,LEASED,READY,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,,,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,Excluded,LEASED,READY,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,Excluded,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,Excluded,Excluded,LEASED,LEASED,LEASED,,,
Aug 16,"1,800","1,800","2,200","1,600","1,900",READY,"2,200",Unpaid,"1,900","1,900","1,800",N/A,"1,900",Unpaid,"1,690","2,200",N/A,READY,"1,600","1,900","1,700","2,000","2,200","2,000","1,700","1,500","1,650","1,800","2,550","1,400",READY,"1,550","1,470",READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 16,"1,800",READY,"2,200","1,600","1,900",READY,"2,200","2,500","1,900","1,900","1,800",N/A,"1,900",Unpaid,"1,700","2,200",N/A,READY,READY,"1,900","2,000","2,000","2,200","2,000","1,700","1,500",READY,"1,800",,"1,400",Renovated,"1,650","1,470","1,700",Renovated,N/A,"1,600","1,500",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 16,"1,800",READY,"2,200",Unpaid,"1,900","1,700",Unpaid,"2,500","1,900","1,900","1,800",N/A,"1,900",READY,READY,"2,200",N/A,"1,800",2100,"1,900","2,000","2,000","2,200","2,000",READY,"1,600",READY,"1,800","1,800","1,400",Renovated,"1,650","1,470",READY,Renovated,READY,"1,600","1,500",N/A,READY,N/A,N/A,READY,READY,READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov 16,"1,800",READY,"2,200",Unpaid,"1,900","1,700",Unpaid,"2,500","1,900","1,900","1,800",N/A,READY,READY,READY,"2,200",N/A,"1,800","2,100","1,900","2,000","2,000","2,200","2,000",READY,"1,600",READY,"1,800","1,800","1,400",READY,"1,650","1,470",Office use,READY,Renovated,"1,600","1,500",READY,"2,100",N/A,N/A,READY,READY,READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec 16,READY,READY,"2,200",Unpaid,"1,900","1,700",Unpaid,"2,500","1,800","1,900","1,800",N/A,"1,900",READY,READY,"2,200",N/A,"1,800","2,100","1,900","2,000","2,000","2,200","2,000",RENOVATED,"1,600","1,700","1,800","1,800","1,400",READY,"1,650","1,470",Office use,"1,700",Renovated,"1,600","1,500",RENOVATED,"2,100",N/A,N/A,RENOVATED,RENOVATED,READY,N/A,N/A,N/A,1900,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan 17,READY,READY,"2,200","1,600","1,900","1,700",Unpaid,"2,500","1,800",1900,READY,N/A,"1,900",1700,READY,"2,200",N/A,"1,800","2,100","1,900","2,000","2,000","2,200","2,000",RENOVATED,"1,600","1,700","1,800","1,800","1,400",READY,"1,650","1,470",Office use,"1,700",READY,"1,600","1,500",RENOVATED,"2,100",N/A,N/A,RENOVATED,RENOVATED,2100,N/A,READY,N/A,1900,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb 17,READY,READY,"2,200","1,600","1,900","1,700",Unpaid,"2,500","1,800","1,900","1,800",N/A,"1,900",1700,"1,800","2,200",N/A,"1,800","2,100",Unpaid,"2,000","2,000","2,200","2,000",READY,"1,600","1,700","1,800","1,800","1,400","1,600","1,650","1,470",Office use,"1,700",READY,"1,600","1,500",READY,"2,100",N/A,N/A,READY,"2,100",2100,N/A,READY,N/A,1900,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar 17,READY,READY,"2,200","1,600","1,900","1,700","2,300","2,500","1,800","1,900","1,800",N/A,"1,900",1700,"1,800","2,200",N/A,"1,800","2,100","1,900","2,000","2,000","2,200","2,000",READY,"1,600","1,700","1,800","1,800","1,400","1,600","1,650","1,470",Office use,"1,700",READY,"1,600","1,500",READY,"2,100",RENOVATED,"2,000",READY,"2,100",2100,RENOVATED,READY,"2,000",1900,N/A,N/A,"1,261",N/A,Unpaid,"1,350",N/A,1300,700,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr 17,READY,"1,700","2,200","1,600","1,900","1,700","2,300","2,500","1,800","1,900","1,800",N/A,Unpaid,1700,"1,800","2,200",N/A,"1,800","2,100",Unpaid,"2,000","2,000","2,200","2,000","1,800","1,600","1,700","1,800","1,800","1,400","1,600","1,650","1,470",Office use,"1,700","1,700","1,600","1,500","1,600","2,100",RENOVATED,"2,000",READY,"2,100",2100,RENOVATED,RENOVATED,"2,000",1900,"1,600",N/A,"1,700",N/A,"1,450","1,350",N/A,"1,700","2,200","1,800",N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 17,"1,400","1,700","2,200",1600,"1,900","1,700","2,300","2,500","1,800","1,900","1,760",N/A,Ready,1700,"1,800","2,200",N/A,"1,800","2,100",Unpaid,"2,000","2,000",2200,"2,000","1,800","1,600","1,700","1,800","1,800","1,400","1,600","1,650","1,470",Office use,"1,700","1,700","1,600","1,500","1,600","2,100",RENOVATED,"2,000","1,570","2,100",2100,RENOVATED,RENOVATED,"2,000","1,900","1,600",N/A,"1,700",READY,"1,450","1,350",N/A,"1,700","2,200","1,800",N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun 17,"1,400",READY,"2,200",400,"1,900","1,700","2,300","2,500","1,800","1,900","1,760",N/A,Ready,1700,1800,"2,200",N/A,"1,800","2,100",Unpaid,"2,000","2,000","2,200","2,000","1,800","1,600","1,700","1,800","1,800","1,400","1,600","1,650",1470,Office use,"1,700","1,700","1,600","1,500","1,600","2,100",READY,"2,000","1,700","2,100",2100,READY,READY,"2,000","1,900","1,600",N/A,"1,700",READY,"1,450","1,350",N/A,"1,700","2,200","1,800",N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul 17,"1,400",READY,"2,200","1,600","1,900","1,700","2,300","2,500","1,800","1,900","1,760",N/A,Ready,1700,Ready,"2,200",N/A,Unpaid,"2,100",Ready,"2,000","2,000","2,200","2,000","1,800","1,600","1,700","1,800","1,800","1,400","1,600","1,650",1470,Office use,"1,700","1,700","1,600","1,500","1,600","2,100","1,700","2,000","1,700","2,100",2100,"2,400",READY,"2,000","1,900","1,600",N/A,"1,700",READY,"1,450","1,350",N/A,READY,"2,200","1,800",READY,N/A,N/A,"2,200",READY,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug 17,"1,400","1,700","2,200","1,600","1,900","1,700","2,300","2,500","1,800","1,900","1,760",N/A,Ready,1700,Ready,"2,200",N/A,"1,800","2,100","1,800","2,000","2,000","2,200",Unpaid,"1,800","1,600","1,700","1,800","1,800","1,400","1,600",0,1470,READY,"1,700","1,700","1,600","1,500","1,600","2,100","1,700","2,000","1,700","2,100",2100,"2,400",READY,"2,000","1,900","1,600",N/A,"1,700",Renovated,"1,450","1,350",N/A,READY,"2,200","1,800",Renovated,N/A,N/A,"2,200",500,"2,705",N/A,"1,700",Renovated,N/A,Renovated,N/A,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep 17,"1,400","1,700","2,200","1,600","3,525","1,700",Unpaid,"2,500","1,800","1,900","1,760","1,333","1,900","1,700","1,600","2,200",Ready,"1,800","2,100","1,800",Ready,Ready,"2,200",500,"1,800","1,600","1,700","1,800","1,800","1,400","1,600","1,650","1,470",READY,"1,700","1,700","1,650","1,650","1,600","2,100","1,700","2,000","1,700","2,100",2100,"2,400",READY,"2,000","1,900","1,600",READY,"1,700",READY,"1,450","1,350",N/A,READY,"2,200",READY,Renovated,READY,READY,"2,200","2,000","2,705",N/A,"1,700",Renovated,READY,Renovated,"1,500",N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 17,"1,400","1,700","2,200","1,600",,"1,700","2,000",2500,Unpaid,"1,900","1,760","2,000","1,900","1,700","1,600","2,200",Ready,"1,800","2,100","1,800",2100,"2,200","2,200","2,000","1,800","1,600","1,700","1,800","1,800","1,400","1,600",READY,"1,470","1,600","1,700","1,700","1,650","1,650","1,600","2,100","1,700",READY,"1,700","2,100",2100,"2,400",READY,"2,000","1,900","1,600",READY,"1,700",READY,"1,450","1,350",N/A,"1,712","2,200",READY,READY,READY,READY,"2,200","2,000","2,500",N/A,"1,700","2,400",READY,READY,"1,500",N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov 17,"1,400","1,700","2,200","1,600","1,800",Unpaid,"2,000","2,500",Unpaid,"1,900","1,760","2,000","1,900","1,700","1,600","2,200",Ready,"1,800","2,100","1,800",2077,"2,200","2,200","2,000","1,800","1,600","1,700","1,800","1,800","1,400",Unpaid,"1,700","1,470","1,600","1,700","1,700","1,650","1,650","1,600","2,100","1,700","2,100","1,700","2,100",2100,"2,400","1,700","2,000","1,900","1,600","1,800","1,700","1,700","1,450","1,350","2,000","1,700","2,200",450,READY,READY,READY,"2,200","2,000","2,500","2,000","1,700","2,400","2,500",READY,"1,500",N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec 17,"1,400","1,700","2,200","1,600","1,800","1,700","2,000","2,000","1,900","1,900","1,760","2,000","1,900","1,700","1,600","2,200","1,800","1,800","2,100","1,800","1,050","2,200","2,300","2,000","1,800","1,600","1,700","1,800","1,800","1,400","1,300","1,700","1,470","1,600","1,700","1,700","1,650","1,650","1,600","2,100","1,700","2,100","1,700","2,100",2100,"2,400","1,700","2,000","1,900","1,600","1,800","1,700","1,700","1,450","1,350","2,000","1,700","2,200","1,800",READY,READY,READY,"2,200","2,000","2,500","2,000","1,700","2,400","2,500",READY,"1,500",READY,N/A,READY,READY,"2,625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,
Jan 18,"1,400","1,700","2,200","1,600","1,800","1,700","2,000","2,500","1,900","1,900","1,760","2,000","1,900",Ready,"1,600","2,200","1,800","1,800","2,100","1,800",2100,"2,200","2,100","2,000","1,800","1,600","1,700","1,800","1,800","1,400","1,300","1,700","1,470","1,600","1,700","1,700","1,650","1,650","1,600","2,100","1,700","2,100","1,700","2,100","2,100","2,400","1,700","2,000","1,900","1,600","1,800","1,700","1,700","1,450","1,350","2,000","1,700","2,200","1,800",READY,READY,"1,900","2,200","2,000","2,500","2,000","1,700","2,400","2,500",READY,"1,500",READY,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,
Feb 18,"1,400","1,700","2,200","1,600","1,800","1,700","2,000","2,500","1,900","1,900","1,760","2,000",1900,Ready,"1,600","2,200","1,800","1,800","2,100","1,800",2100,"2,200","2,200","2,000","1,800","1,600","1,700","1,800","1,800","1,400","1,300","1,700","1,470","1,600","1,700","1,700","1,650","1,650","1,600","2,100","1,700","2,100","1,700","2,100","2,100","2,400","1,700","2,000",1900,"1,600",1800,"1,700","1,700",READY,"1,350","2,000","1,700","2,200","1,800",READY,READY,"1,900","2,200","2,000","2,500","2,000","1,700","2,400","2,500","1,700","1,500","1,800",,,,"1,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,
Mar 18,1400,"1,700","2,200","1,600","1,800","1,700","2,000","2,500","1,900","1,900","1,760","2,000",1900,Ready,"1,600","2,200","1,800","1,800","2,100","1,800",2400,"2,200","2,200","2,000","1,800","1,600","1,700",READY,"1,800","1,400","1,300","1,700",READY,"1,600","1,700","1,700","1,650","1,650","1,600","2,100","1,700","2,100","1,700","2,100","2,100","2,400","1,700",2000,"1,900","1,600","1,800","1,700","1,700","1,600","1,350","2,000","1,700","2,200","1,800",READY,2400,"1,900","2,200","2,000","2,500","2,000","1,700","2,400","2,500","1,700","1,500",1800,,,,"1,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,"1,700",READY,"2,000",READY,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,
Apr 18,1400,"1,700","2,200","1,600","1,800","1,700","2,000",2500,"1,900","1,900","1,760","2,000",1900,1700,"1,600","2,200","1,800","1,800","2,100","1,800",2400,"2,200","2,200","2,000",1800,"1,600","1,700",READY,"1,800",1400,"1,300","1,700",READY,"1,600","1,700",1700,"1,650","1,650",READY,"2,100","1,700","2,100","1,700","2,100","2,100","2,400","1,700",2000,"1,900","1,600","1,800","1,700","1,700","1,600","1,350","2,000","1,700","2,200","1,800",1700,2400,"1,900","2,200","2,000","2,500","2,000","1,700","2,400","2,500","1,700","1,500",1800,,,,"1,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,"1,700",READY,"2,000",READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,
May 18,1400,"1,700","2,200","1,600","1,800","1,700","2,000","2,500","1,900","1,900","1,760","2,000",1900,1700,"1,600",2200,"1,800","1,800","2,100","1,800",2400,"2,200",2200,"2,000",1800,"1,600","1,700",READY,"1,800",1400,"1,300","1,700",Renovated,"1,600","1,700",1700,"1,650","1,650",1700,"2,100","1,700","2,100","1,800","2,100","2,100","2,400","1,700",2000,READY,"1,600","1,800","1,700","1,700",1600,"1,350","2,000","1,700","2,200","1,800","1,700",2400,"1,900",2300,"2,000","2,500","2,000","1,700","2,400","2,500","1,700","1,500",1800,,,,"1,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,"1,700",READY,2000,2000,1900,N/A,N/A,N/A,N/A,1800,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,READY,READY,,,
Jun 18,1400,"1,700",2200,"1,600","1,800","1,700","2,000",2500,"1,900","1,900","1,760","2,000",1900,1700,"1,600",2200,"1,800","1,800","2,100","1,800",2400,"2,200",2200,"2,000",1800,"1,600","1,700",1800,"1,800",1400,"1,300","1,700",READY,"1,600","1,700",1700,"1,650","1,650",1700,"2,100","1,700","2,100",1800,"2,100",2100,"2,400","1,700",2000,READY,"1,600","1,800","1,700","1,700",1600,"1,350","2,000","1,700","2,200","1,800","1,700",2400,"1,900",1900,"2,000","2,500","2,000","1,700","2,400","2,500",1700,"1,500",1800,,,,"1,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,"1,700",READY,2000,2000,1900,N/A,1500,N/A,N/A,1800,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,READY,READY,,,
Jul 18,1400,"1,700","2,200",1400,"1,800","1,700","2,000","2,500","1,900","1,900","1,760","2,000",1900,1700,"1,600",2200,"1,800","1,800","2,100",READY,UNPAID,"2,200",2200,Ready,1800,"1,600","1,700",1800,"1,800",1400,"1,300","1,700",READY,"1,600","1,700",1700,"1,650","1,650",1700,"2,100",1700,"2,100",1800,"2,100",2100,READY,"1,700",2000,2300,"1,600","1,800","1,700","1,700",1600,"1,350","2,000","1,700","2,200","1,800","1,700",2400,"1,900",1900,"2,000","2,500","2,000","1,700","2,400","2,500",1700,"1,500",1800,,,,"1,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,"1,700",READY,"2,000",2000,"1,900",N/A,1500,N/A,N/A,"1,800",N/A,N/A,,,N/A,READY,"2,800",READY,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,"1,650",,,
Aug 18,1400,1800,"2,200",1600,"1,800","1,700","2,000",2500,"1,900","1,900","1,760","2,000",1900,1700,"1,600",2200,"1,800",1800,"2,100",1600,UNPAID,"2,200",2200,Ready,1800,"1,600","1,700",1800,"1,800",1400,"1,300","1,700",READY,1600,"1,700",1700,"1,650","1,650",1700,"2,100",1500,"2,100",1800,READY,2100,READY,"1,700",2000,4600,"1,600","1,800","1,700","1,700",READY,1350,READY,"1,700","2,200","1,800","1,700",2400,"1,900",1900,READY,"2,500","2,000","1,700","2,400","2,500",1700,"1,500",1800,,,,"1,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,"1,700",1100,"2,000",2000,"1,900",N/A,1500,N/A,N/A,"1,800",N/A,N/A,,,N/A,READY,"2,800",READY,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,,,
Sep 18,1600,1800,"2,000",1800,1800,READY,"2,000",READY,"1,900","1,900",1800,2000,Ready,1700,Ready,2200,"3,600",1400,"2,100",1800,Ready,"2,200",2200,1800,1800,"1,600","1,700",1800,"1,800",1400,1500,"1,700",1500,1600,"1,700",1700,READY,READY,1700,2100,1700,"2,100",1800,READY,2100,2400,"1,700",2000,2300,1600,2000,READY,"1,700",READY,"2,290",READY,"1,200",2200,"1,800","1,700",2400,"1,900",1900,2200,"2,500",READY,"1,700","2,400","2,500",1700,"1,500",1800,,,,"1,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1700,2200,"2,000",2000,1900,N/A,READY,N/A,N/A,"1,800",N/A,N/A,,,N/A,1900,READY,READY,N/A,,N/A,READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,,,
Oct 18,1600,1800,"2,200",1600,1800,"1,700",2000,2500,"1,900",READY,1800,2000,Ready,1700,1773,2200,Ready,Ready,"2,100",1800,Ready,2300,2200,1800,1800,1400,"1,700",1800,1800,1400,READY,"1,700",1500,1600,"1,700",1700,READY,1850,1700,2100,1700,"2,100",1800,READY,2100,2400,"1,700",2000,2300,1600,2000,"3,000","1,700",READY,1350,1700,1700,2200,"1,800","1,700",2400,"1,900",1900,2200,READY,2200,"1,700",2400,"2,500",1700,"1,500",1800,,,,"1,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1700,2200,"2,000",2000,1900,READY,"1,500",N/A,N/A,"1,800",N/A,N/A,,,N/A,1900,3600,READY,N/A,,N/A,READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,,,
Nov 18,1600,1800,"2,200",1600,1800,1700,2000,2500,"1,900",2100,1800,2000,Ready,1700,1800,2200,Ready,1700,Ready,1800,Ready,2300,2200,1800,1800,1600,"1,700",1800,1800,1400,READY,READY,1500,1600,"1,700",1700,READY,1850,1700,READY,READY,2100,1800,READY,2100,2400,READY,2000,2300,READY,2000,2000,1700,1500,1350,1700,1700,2200,"1,800","1,700",2400,"1,900",1900,2200,READY,2200,1700,2400,2500,1700,"1,500",1800,,,,"1,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1700,2200,"2,000",2000,1900,READY,1500,N/A,N/A,"1,800",N/A,N/A,,,READY,1900,"3,600",READY,"1,600",READY,N/A,"1,680",N/A,800,1800,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,,,
Dec 18,1600,1800,"2,200",1600,1800,1700,2000,2500,READY,2100,1800,2000,Ready,1700,1800,2200,Ready,1700,Ready,1800,Ready,2300,2200,1800,1800,1600,1700,1800,1800,1400,READY,READY,1500,1600,1700,1700,READY,1850,1700,READY,READY,2100,1800,2000,2100,2400,READY,2000,2300,READY,2000,2000,1700,1500,1350,1700,1700,2200,1800,"1,700",2400,"1,900",1900,2200,READY,2200,1700,2400,2500,1700,"1,500",1800,,,,"1,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1700,2200,"2,000",2000,1900,READY,1500,N/A,N/A,"1,800",N/A,N/A,,,READY,1900,"3,600",READY,"1,600",READY,N/A,"1,800",N/A,800,1800,READY,850,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,,,
Jan 19,1600,1800,"2,200",1600,1800,1700,2000,2500,READY,2100,1800,2000,Ready,1700,1800,2200,Ready,1700,Ready,1800,2200,2300,2200,1800,1800,1600,1700,1800,1800,1400,READY,READY,1500,1600,1700,1700,READY,1850,1700,2000,READY,2100,1800,2000,2100,2400,READY,2000,2300,1600,2000,2000,1700,1500,1350,1700,1700,2200,1800,"1,700",2400,READY,1900,2200,READY,2200,1700,2400,2500,1700,"1,500",1800,,,,"1,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,800",1800,1700,2200,"2,000",2000,1900,READY,1500,N/A,N/A,"1,800",N/A,N/A,,,READY,1900,"3,600",1700,1600,READY,N/A,"1,800",N/A,800,1800,READY,850,READY,N/A,"2,550",N/A,N/A,,N/A,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,,,
Feb 19,1400,1800,"2,200",1600,1800,1700,2000,2500,1900,2000,1800,2000,1800,1700,1800,2200,Ready,1700,Ready,1800,2200,2300,2200,1800,1800,1600,1700,1800,1800,1400,READY,READY,1500,1600,1700,1700,READY,1850,1700,2000,READY,2100,1800,1800,2100,2400,READY,2000,2300,1600,2000,2000,1700,1500,1350,1700,1700,2200,1800,"1,700",2400,READY,1900,2200,READY,2200,1700,2400,2500,READY,"1,500",1800,,,,"1,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1700,2200,READY,2000,1900,READY,1500,N/A,N/A,"1,800",N/A,N/A,,,READY,1900,"3,600",1700,1600,READY,N/A,1800,"2,000",800,1800,2000,850,READY,"2,300","1,050",N/A,N/A,,N/A,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,,,
