,LEASED,LEASED,READY,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,,,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,Excluded,LEASED,READY,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,Excluded,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,Excluded,Excluded,LEASED,LEASED,LEASED,,,
Mar 19,1400,1800,"2,200",1600,1800,1700,2000,2500,1900,2100,1800,2000,1800,Unpaid,1800,2200,Ready,1700,Ready,1800,2200,2300,2200,1800,1800,1600,1700,1800,1800,1400,READY,1700,1500,1600,1700,1700,READY,1850,1700,2000,1800,2100,1800,2000,2100,2400,1550,2000,2300,1600,2000,2000,1700,1500,1350,1700,1700,2200,1800,"1,700",2400,READY,1900,2200,"2,200",2200,1700,2400,2500,READY,"1,500",1800,,,,"1,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1700,2200,2400,2000,1900,READY,1500,N/A,N/A,"1,800",N/A,1500,1200,READY,READY,1900,"3,600",1700,1600,"1,700",N/A,1800,"2,000",800,1800,2000,850,READY,"2,300","2,550",N/A,READY,READY,1200,READY,N/A,1900,"2,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2200,,,
Apr 19,READY,1800,"2,200",1600,1800,1700,2000,2500,1900,2100,1800,2000,1800,Ready,1800,2200,1700,1700,2100,1800,2200,2300,2200,1800,1800,1600,1700,1800,1800,1400,READY,1700,1500,1600,1700,READY,1800,1850,1700,2000,1800,2100,1800,2000,2100,2400,1550,2000,2300,1600,2000,2000,1700,1500,1350,1700,1700,2200,1800,"1,700",2400,READY,1900,2200,"2,200",2200,1700,2400,2500,READY,"1,500",1800,,,,"1,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1700,2200,"2,400",2000,1900,READY,1500,N/A,N/A,"1,800",N/A,1500,1200,READY,READY,1900,"3,600",1700,1600,"1,800",READY,1800,READY,800,1800,2000,850,READY,"2,300","2,550",N/A,READY,READY,1200,READY,N/A,"1,900","2,000",N/A,READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2200,,,
May 19,READY,1800,"2,200",1600,1800,1700,2000,2500,1900,2100,1800,2000,1800,Ready,1800,Ready,1700,1700,2100,1800,2200,2300,2200,1800,Ready,1600,1700,1800,1800,1400,READY,1700,1500,1600,1700,1750,1800,1850,1700,2000,1800,2100,1800,2000,2100,2400,1550,2000,2300,1600,2000,2000,1700,1500,1350,1700,1700,2200,READY,"1,700",2400,READY,1900,2200,"2,200",2200,1700,2400,2500,1800,"1,500",1800,,,,"1,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1700,2200,"2,400","1,900",1900,"2,400",1500,N/A,N/A,"1,800",N/A,1500,1200,1250,READY,1900,"3,600",1700,1600,"1,800",READY,1800,READY,800,1800,2000,850,"1,800","2,300","2,550",N/A,READY,READY,"1,200",READY,N/A,"1,900","2,000","1,950",READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2200,,,
Jun 19,READY,1800,"2,200",1600,Ready,1700,2000,2500,1900,2100,1800,2000,1800,Ready,1800,Ready,1700,1700,2100,1800,2200,2300,2200,1800,Ready,1600,1700,1600,1800,1400,READY,1700,1500,1600,1700,1750,1800,1850,1700,2000,1800,2100,1800,READY,READY,2400,1550,2000,2300,1600,2000,2000,1700,1500,1350,1700,1700,2200,READY,"1,700",2400,READY,2000,2200,"2,200",2200,1700,2400,2500,"1,800","1,500",1800,N/A,N/A,N/A,1800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,2200,"2,400","1,900",1900,"2,400",1500,N/A,N/A,"1,800",N/A,1500,1200,1250,READY,1900,"3,600",1700,READY,"1,700",1600,1800,READY,800,1800,2000,850,"1,800","2,300","2,550","1,800",READY,READY,"1,200",READY,N/A,"1,900","2,000","1,950",READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,Ready,,,
Jul 19,1700,1800,"2,200",Ready,1700,1700,2000,2500,1900,2100,1800,2000,1800,Ready,1800,Ready,1700,1700,2100,1800,2200,2300,2200,1800,Ready,1600,1700,1800,1800,1400,READY,1700,1500,1600,1700,1750,1800,1850,1700,2000,1800,2100,1800,2200,READY,2400,1550,2000,READY,1600,2000,2000,1700,1500,1350,1700,1700,2200,READY,"1,700",2400,1900,2000,2200,"2,200",2200,1700,2400,2500,"1,800","1,500",1800,N/A,N/A,N/A,1800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,2200,"2,400","1,900",1900,"2,400",1500,N/A,N/A,READY,N/A,1500,1200,1250,READY,1900,"3,600",1700,READY,"1,700",1600,1800,READY,READY,1800,2000,850,"1,800","2,300","2,550","1,800",READY,READY,"1,200",READY,"1,700","1,900",READY,"1,950",READY,READY,N/A,N/A,"1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2000,Ready,,,
Aug 19,1700,Ready,"2,200",Ready,1700,1700,2000,2500,1900,2100,1800,2000,1800,Ready,1800,2200,1700,1700,2100,1800,2200,2300,2200,1800,Ready,1600,1700,1800,1800,1400,READY,1700,1500,1600,1700,1750,1800,1850,1700,2000,1800,2100,1800,2200,READY,2400,1550,2000,READY,1600,2000,2000,1700,1500,1350,1700,1700,2200,READY,"1,700",2400,1900,2000,2200,"2,200",2200,1700,2300,2500,"1,800","1,500",1800,N/A,N/A,N/A,1800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1600,1700,2200,"2,400","1,900",1900,"2,400",1500,N/A,N/A,READY,N/A,1500,1200,1250,READY,1900,"3,600",1700,READY,"1,700",1600,1800,READY,READY,1800,2000,850,"1,900","2,300","2,550","1,800",READY,READY,"1,200",READY,READY,"1,900",READY,"1,950",READY,READY,N/A,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,Ready,,,
Sep 19,1700,1600,2200,Ready,1700,1700,2000,2500,1900,2000,1800,2000,1800,1700,1800,2200,1700,1800,2100,1800,2200,2300,2200,Ready,Ready,1600,1700,1800,1800,1400,1200,1700,1500,1600,1700,1750,1800,1850,1700,2000,1800,2100,1800,2200,READY,2200,1550,2000,2100,1600,2000,2000,1700,1500,1350,1700,1700,2200,READY,"1,700",2400,1900,2000,2000,"2,300",2200,1700,2300,2500,"1,800","1,500",1800,1900,Ready,2250,1800,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1500,2200,"2,400","1,900",Ready,"2,400",1500,READY,READY,READY,N/A,1500,1200,1250,READY,1900,"3,600",1700,1600,"1,700",1600,1800,"2,200",READY,1800,2000,850,"1,800","2,300","2,550",1900,"1,300",READY,"1,200",READY,READY,"1,900","2,100","1,950",READY,READY,N/A,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,Ready,,,
Oct 19,1700,1800,2200,Ready,1500,Ready,2000,2500,1900,2000,1800,2000,1800,1700,Ready,2200,1700,1800,Unpaid,"1,800",2200,2300,2200,Ready,Ready,1600,1700,1800,1600,1400,1200,1700,1500,1600,1700,1750,1800,Ready,1700,2000,1800,2100,READY,2200,2100,2400,1550,2000,2100,1600,2000,1800,1700,Ready,1350,1500,Ready,2200,"1,800","1,700",2400,1900,2000,2200,"2,200",2200,Ready,2300,2500,"1,800","1,500",1800,1900,Ready,2250,1800,2000,Ready,Ready,N/A,N/A,N/A,Ready,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1600,1800,1700,2200,Unpaid,"1,900",Ready,"2,400",1500,READY,READY,READY,N/A,1500,1200,1250,READY,1900,Ready,1700,1600,"1,700",1600,1800,"2,140",READY,1800,2000,2400,"1,800","2,300","2,550",1900,"1,300",READY,"1,200",READY,1700,"1,900","2,100","1,950",READY,"1,700",N/A,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Nov 19,1700,1800,2200,Ready,1700,Ready,2000,2500,1900,2000,1800,2000,1800,1700,Ready,2200,1700,1800,unpaid,1800,2200,2300,2200,Ready,1600,1400,1700,1800,1800,1400,1200,1700,1500,1600,1700,1750,1800,Ready,1700,2000,1800,2100,READY,2200,2100,2400,1550,2000,2100,1600,2000,2000,Ready,Ready,1350,1700,Ready,2200,"1,800","1,700",2400,1900,2000,2200,"2,200",2200,Ready,2300,2500,"1,800","1,500",1800,1900,Ready,2250,1800,2000,Ready,Ready,N/A,2300,N/A,Ready,2200,Ready,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,2200,Unpaid,Unpaid,Ready,"2,400",1500,READY,READY,READY,2100,1500,1200,1250,READY,Ready,Ready,1700,1600,"1,700",1600,1800,"1,500",READY,READY,2000,2400,"1,800","2,300","2,550",1900,"1,300","1,300","1,200",READY,1700,"1,900","2,100",READY,"1,500","1,700",READY,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Dec 19,1700,1800,2200,Ready,1700,Ready,2000,2500,1900,2000,1800,2000,1800,1700,1800,2200,1700,1800,2200,1800,2200,2300,2200,Ready,1600,1600,1700,1800,1800,1400,1200,1700,1500,1600,1700,1750,1800,Ready,1700,2000,1800,2100,1800,2200,2100,2400,1550,2000,2100,1600,2000,2000,Ready,Ready,1350,1700,1800,2200,1800,"1,700",2400,1900,2000,2200,"2,200",2200,Ready,2300,2500,"1,800","1,500",1800,Unpaid,Ready,2250,1800,2000,Ready,Ready,N/A,2300,1600,Ready,2200,Ready,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,2200,Unpaid,Unpaid,Ready,"2,400",1500,READY,READY,READY,2100,1500,1200,1250,READY,Ready,Ready,1700,1600,"1,700",1600,1800,"2,200",READY,READY,2000,2400,"1,800","2,300","2,550",1900,"1,300",1300,"1,200","1,200",1700,"1,900","2,100",READY,"1,500","1,700",READY,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Jan 20,1700,1800,2200,Ready,1700,Ready,2000,2500,1900,2000,1800,2000,1800,1700,1800,2200,1700,1800,2200,1800,2200,2300,2200,Ready,1600,1600,1700,1800,1800,1400,1200,1700,1500,1600,1700,1750,1800,Ready,1700,HK,1800,2100,1800,2200,2100,2400,1550,2000,2100,1600,2000,2000,1700,Ready,1350,1700,1800,2200,1800,"1,700",2400,1900,2000,2200,"2,200",2200,Ready,2300,2500,"1,800","1,500",1800,2100,Ready,2250,1800,2000,Ready,Ready,N/A,2300,1600,Ready,2200,Ready,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,2200,2000,Unpaid,Ready,"2,400",1500,2300,0,READY,2100,1500,1200,1150,READY,Ready,Ready,Ready,1600,"1,700",1600,1800,"2,200",READY,READY,2000,2400,"1,800","2,300","2,550",1900,"1,300",1300,"1,200","1,200",1700,"1,900","2,100",READY,"1,500","1,700",READY,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Feb 20,1700,1800,2200,1700,1700,Ready,2000,2500,1900,2000,1800,2000,1800,1700,"1,750",2200,1700,1800,2200,1800,2200,2300,2200,Ready,1600,1600,1700,1800,1800,1400,1200,1700,1500,1600,1700,1750,1800,Ready,1700,2000,1800,2100,1800,2200,2100,2400,1550,2000,2100,1600,2000,2000,1700,Ready,1350,1700,1800,2200,1800,"1,700",2400,1900,2000,2200,"2,200",Ready,Ready,2300,2500,"1,800","1,500",Ready,2100,Ready,2250,1800,2000,Ready,Ready,1200,2300,1600,Ready,2200,Ready,Ready,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,2200,2000,1800,Ready,"2,400",1500,"2,250",0,1700,2100,1500,1200,1250,READY,Ready,Ready,1900,1600,"1,700",1600,1800,"2,200",READY,READY,2000,2400,"1,800","2,300","2,550",1900,"1,300",1300,READY,"1,200",1700,"1,900","2,100",READY,"1,500","1,700",READY,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Mar 20,1700,1800,2200,1700,1700,Ready,2000,2500,1900,2000,1800,2000,1800,1700,1750,2200,1700,1800,2200,1800,2200,2300,2200,Ready,1600,1600,1700,1800,1800,1400,1200,1700,1500,1600,1700,1750,1800,Ready,1700,2000,1800,2100,1800,2200,2100,2400,1550,2000,2100,1600,2000,2000,1700,Ready,1350,1700,1800,2200,1800,"1,700",Ready,1900,2000,2200,"2,200",2200,Ready,2300,2500,"1,800","1,500",Ready,2100,Ready,2250,1800,2000,Ready,Ready,2400,2300,1600,Ready,2200,Ready,Ready,N/A,N/A,N/A,N/A,2200,1850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,2200,2000,1800,Ready,"2,400",1500,"2,250",0,1700,2100,1500,1200,1250,READY,Ready,Ready,1900,1600,1700,1600,1800,"2,200",READY,1800,2000,2400,"1,600","2,300","2,550",1900,"1,300",1300,1200,"1,200",1700,"1,900","2,100",READY,"1,500","1,700",READY,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Apr 20,1700,1800,2200,1700,1700,1200,2000,2500,1900,2000,1800,2000,1800,1700,1750,2200,1700,1800,2200,1800,2200,2300,2200,1800,1600,1600,1700,1800,1800,1400,1200,1700,1500,1600,1700,1750,Ready,Ready,1700,2000,1800,2100,1800,2200,2100,2400,1550,2000,2100,1600,2000,2000,1700,Ready,1350,1700,1800,2200,1800,"1,700",Ready,1900,2000,2200,"2,200",2200,Ready,2300,2500,"1,800","1,500",Ready,2100,Ready,2250,1800,2000,Ready,Ready,2400,2300,1600,Ready,2200,Ready,Ready,N/A,N/A,N/A,N/A,2200,1850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,2200,2000,1800,1200,"2,400",1500,"2,250",0,1700,2100,1500,1200,1250,READY,Ready,Ready,1900,1600,Tenant HK,1600,1800,"2,200",READY,1800,2000,2400,"1,800","2,300","2,550",1900,"1,300",1300,1200,"1,200",1700,"1,900","2,100","1,500","1,500","1,700",READY,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
May 20,1700,1800,2200,1700,1700,1200,2000,2500,1900,2000,1800,2000,1800,1700,1750,2200,1700,1800,2200,1800,2200,2300,Ready,1800,1600,1600,1700,1800,1800,1400,1200,1700,1500,1600,1700,"1,750",Ready,1800,1700,2000,1800,2100,1800,2200,2100,2400,1550,2000,2100,1600,2000,2000,1700,1600,1350,1700,1800,2200,1800,"1,700",2400,1900,2000,2200,"2,200",2400,Ready,2300,2500,1800,"1,500",Ready,2100,Ready,2250,1800,2000,Ready,Ready,2400,2300,1600,Ready,2200,Ready,Ready,N/A,N/A,N/A,N/A,2200,1850,1900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,2200,1800,1500,READY,READY,1500,"2,250",0,1700,2100,1500,1200,1250,READY,1600,Ready,1900,1600,Tenant HK,1600,1800,"2,200",READY,1800,2000,2400,1760,"2,300","2,550",1900,"1,300",1300,1200,1200,1700,"1,900","2,100",1500,"1,500","1,700",READY,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Jun 20,1700,1800,2200,1700,1700,1200,2000,2500,1900,2000,1800,2000,Ready,1700,1750,2200,Ready,1800,2200,1800,2200,2300,2200,1800,1600,1600,1700,1800,1800,1400,1200,1700,1500,1600,1700,1600,1600,1800,1700,2000,1800,2100,1800,2200,2100,2400,1550,2000,2100,1600,2000,2000,1700,1600,1350,1700,1800,2200,1800,"1,700",2400,1900,Ready,2200,"2,200",2200,Ready,2300,2500,1800,"1,500",Ready,2100,Ready,2250,1800,2000,Ready,Ready,2400,2300,1600,1900,2200,Ready,Ready,N/A,N/A,Ready,Ready,2200,1850,1900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,2200,1800,1800,1300,READY,1500,"2,250",0,1700,2100,1500,1200,1250,READY,1600,3600,1900,1600,Tenant HK,1600,1800,"2,200",READY,1800,2000,2400,1800,"2,300","2,550",1900,"1,300",1300,1200,1200,1700,"1,900","2,100",1500,"1,500","1,700",READY,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Jul 20,1700,1800,2200,1700,1700,1200,2000,2500,1900,2000,1800,2000,Ready,1700,1750,2200,1700,1800,2200,1800,2200,2300,2200,1800,1600,1600,Ready,1800,1800,1400,1200,1700,1500,1600,1700,1600,1600,1800,1700,Ready,1800,2100,1800,Ready,2100,2400,1550,2000,2100,1600,2000,2000,1700,1600,1350,1700,1800,2200,1800,"1,700",2400,1900,Ready,2200,"2,200",2200,Ready,2300,2500,1800,Ready,Ready,2100,2000,2250,1800,2000,Ready,Ready,2300,2300,1600,Ready,2200,Ready,Ready,N/A,N/A,Ready,Ready,2200,1850,1900,N/A,N/A,Ready,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,2200,2000,1800,1300,READY,1500,"2,250",0,1700,2100,1500,1200,1250,READY,1600,3600,1900,1600,Tenant HK,1600,1800,"2,200",READY,1800,2000,2400,1800,"2,300","2,550",1900,"1,300",1300,1200,1200,1700,"1,900","2,100",1500,"1,500","1,700",READY,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Aug 20,UNPAID,1800,2200,1700,1700,1200,2000,2500,1900,2000,1800,1900,Ready,1700,1750,2200,1700,1800,2200,1700,2200,2300,2200,1800,1600,1600,Ready,1800,1800,1400,1200,Ready,1500,1600,1700,1600,1600,"1,800",Ready,Ready,1800,Ready,1800,Ready,2100,2400,1550,2000,2100,1600,2000,1000,1700,1600,1350,1700,1800,2200,1800,"1,700",2400,Ready,Ready,2000,"1,650",2200,Ready,2300,2500,1800,Ready,Ready,2100,2000,2250,1800,2000,Ready,1700,2300,2300,1600,Ready,2200,2300,Ready,N/A,N/A,Ready,Ready,2200,1850,1900,Ready,N/A,Ready,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,2200,2000,1800,1300,2400,1500,"2,250",0,1700,2100,1500,1200,1250,READY,1600,3600,1900,1600,Tenant HK,1600,1800,"2,200",READY,1800,2000,2400,1800,"2,300",2350,1900,"1,300",1300,1200,1700,1700,"1,900",READY,1500,"1,500","1,700",READY,"1,900","1,800",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Sep 20,READY,1800,2200,1700,1700,1200,2000,2500,1900,READY,1800,1900,"1,800",1700,1750,2200,1700,1800,2200,1700,2200,2100,2200,1800,1600,1400,1500,1800,1800,1400,1300,1600,READY,READY,1700,1600,1600,"1,800",READY,1900,1800,Ready,1800,READY,READY,2400,1550,2000,READY,1600,200,READY,1700,1600,1350,1700,1800,2200,1650,READY,READY,READY,READY,2200,READY,2200,READY,2300,2500,1800,1800,READY,READY,2000,READY,1800,2000,READY,1700,2300,Ready,1600,Ready,Ready,2300,1800,Ready,Ready,Ready,2200,2200,1850,1900,2500,2100,Ready,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,READY,1800,1800,1300,2400,READY,"2,250",0,1700,2100,1500,1200,1250,READY,1600,3600,1900,READY,Tenant HK,1600,1800,READY,"2,400",1800,2000,READY,READY,2300,2500,1900,1300,READY,1200,1200,READY,READY,READY,1500,"1,500",,READY,"1,900",1600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Oct 21,READY,1800,2200,1700,1700,1200,2000,2500,1900,Ready,1800,1900,1800,1700,1750,2200,1700,1800,2200,1700,2200,2680,2200,1800,1600,1600,1500,1800,1800,1400,Ready,1600,1500,1600,1700,1600,1600,"1,800",Ready,1500,1800,Ready,1800,Ready,2100,2400,1550,2000,Ready,1600,2000,READY,1700,1600,1350,1700,1800,2200,1650,"1,700",UNPAID,Ready,Ready,2200,Ready,2200,Ready,2300,2920,1800,Ready,Ready,2100,2000,Ready,1800,2000,Ready,1700,2300,Ready,1600,Ready,Ready,2300,1800,Ready,Ready,Ready,2200,2200,1850,1900,Ready,N/A,Ready,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,1800,1800,1700,READY,2000,1800,1300,2400,1500,"2,250",0,1700,2100,1500,1200,1250,READY,1600,3600,1900,READY,Tenant HK,1600,1600,READY,2400,1800,2000,READY,READY,"2,300",2500,1900,"1,300",READY,1200,1200,1700,"1,900",READY,1500,"1,500","1,700",READY,"1,900",READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Nov 20,READY,1800,2200,1700,1700,1200,2000,2500,3800,READY,1800,1900,"1,800",1700,Awaiting payment,2200,1700,1800,2200,1700,2200,2100,1800,1800,1400,1600,1500,1800,1800,1400,1300,1600,READY,READY,1700,1600,1600,"1,800",READY,1900,1800,READY,1800,READY,READY,2400,1550,2000,READY,1600,2000,2000,1700,1600,1350,1700,1800,2200,1650,READY,READY,READY,READY,2200,READY,2200,READY,2300,2500,1800,1800,READY,READY,2000,READY,1800,2000,READY,READY,2300,READY,1600,READY,2200,2300,1800,READY,Ready,READY,2200,2200,1850,1900,2500,2100,READY,N/A,Ready,Ready,N/A,Ready,Ready,Ready,N/A,Ready,N/A,N/A,N/A,,,1800,1800,1700,READY,1800,1800,1300,2400,READY,"2,250",0,1700,2100,1500,1200,1250,READY,READY,3600,1900,READY,Tenant HK,1600,1800,READY,"2,400",1800,2000,2200,READY,2300,2500,1900,1300,READY,1200,1200,READY,READY,READY,1500,1500,READY,READY,"1,900",1600,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Dec 20,READY,1800,2200,1700,1700,1200,2000,2500,READY,READY,1800,1900,"1,800",1700,Awaiting payment,2200,1700,1800,2200,1700,2200,2100,2200,1800,1400,1600,1500,1800,1800,1400,1300,1600,READY,READY,1700,1600,1600,"1,800",1600,1900,1800,READY,1800,READY,READY,2400,1550,2000,READY,1600,2000,2000,1700,Tenant HK,1350,1700,1800,2200,1650,READY,READY,READY,READY,2200,READY,2200,READY,2300,2500,1800,1800,READY,1800,2000,READY,1800,2000,READY,READY,2300,2100,1600,READY,2200,2300,1800,READY,Ready,READY,2200,2200,1850,1900,2500,2100,READY,N/A,READY,READY,N/A,READY,READY,READY,N/A,READY,Ready,N/A,N/A,,,1800,1800,1700,READY,1800,1800,1300,2400,READY,"2,250",0,1700,2100,1500,1200,1250,READY,READY,3600,1900,READY,Tenant HK,1600,1800,READY,"2,400",1800,2000,2200,READY,READY,2500,1900,UNPAID,1300,1200,1200,READY,READY,READY,1500,"1,500",READY,READY,"1,900",1600,2000,N/A,READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
